EQUI-5	at 91	aged 91	2
SPE1-3	Former Nazi death camp guard Demjanjuk	John Demjanjuk convicted Nazi death camp guard	6
EQUI-5	dead	dies	1
EQUI-5	to compete	To Compete	2
REL-3	Saudis	Saudi Women	1
EQUI-5	in Olympics	At Olympics	2
EQUI-5	women	Saudi Women	1
EQUI-5	to permit	Allowed	1
EQUI-5	kills	kills	1
SPE1-4	US drone strike	Drone strike	2
EQUI-5	in Pakistan	in Pakistan	2
SIMI-4	5 militants	four suspected militants	2
SPE1-2	Syria peace plan conditions	Syria peace	2
EQUI-5	Syrian regime	Syria	1
EQUI-5	in Houla massacre	for Houla massacre	3
EQUI-5	China stocks	Chinese stocks	2
SPE2-4	Friday	midday Friday	1
SIMI-2	mixed	higher	1
EQUI-5	close	close	1
SPE1-4	Mall attackers	attackers	1
EQUI-5	used	used	1
EQUI-5	` less is more ' strategy	` less is more ' strategy	6
EQUI-5	Solomon Islands	Solomon Islands	2
EQUI-5	strikes off	strikes off	2
SIMI-4	6.8 quake	Magnitude 6.3 quake	2
EQUI-5	recognizes	recognize	1
EQUI-5	of Syria	of Syria	2
SIMI-4	as legitimate representative	as sole representative	3
EQUI-5	Friends	Friends	1
EQUI-5	opposition coalition	opposition	1
EQUI-5	detained	detains	1
EQUI-5	for ` house sister ' scandal	for `` house sister '' scandal	6
EQUI-5	7	7	1
EQUI-5	takes a beating	tumbles	1
EQUI-5	Boeing 787 Dreamliner	on 787 Dreamliner	3
EQUI-5	catches fire	after fire	2
EQUI-5	stock	Boeing stock	1
EQUI-5	seven foreign workers	Seven foreign workers	3
EQUI-5	in Nigeria	in Nigeria	2
EQUI-5	abduct	kidnapped	1
EQUI-5	Israeli forces	security forces	2
EQUI-5	in West Bank , Jerusalem	in W. Bank	3
EQUI-5	clash with	clash with	2
EQUI-5	Palestinians	Palestinians	1
SPE1-4	in bus accident	in road accident	3
EQUI-5	killed	killed	1
SIMI-4	12	10	1
SPE2-4	in Pakistan	in NW Pakistan	2
EQUI-5	Postpones	postpones	1
EQUI-5	Family Reunions	family unions	2
EQUI-5	with South	with South Korea	2
EQUI-5	North Korea	North Korea	2
EQUI-5	From Soccer	from football	2
EQUI-5	Announces Retirement	retires	1
EQUI-5	David Beckham	David Beckham	2
EQUI-5	on National Mall	on National Mall	3
EQUI-5	Dies	dies	1
EQUI-5	Man	Man	1
EQUI-5	Who Set Himself on Fire	who set himself ablaze	4
SIMI-4	Selected	is	1
EQUI-5	as Japan	Japan	1
EQUI-5	's Prime Minister	's prime minister	3
EQUI-5	Shinzo Abe	Shinzo Abe	2
EQUI-5	after ski accident	following skiing accident	3
EQUI-5	Schumacher	Michael Schumacher	1
EQUI-5	in a coma	in a coma	3
EQUI-5	a Lance Armstrong biopic	Lance Armstrong in biopic	4
SPE2-3	Bradley Cooper and JJ Abrams	Bradley Cooper	2
REL-3	about filming	to play	2
EQUI-5	in talks	in talks	2
EQUI-5	EU ministers	EU ministers	2
EQUI-5	horsemeat scandal	over horse meat scandal	2
EQUI-5	Thai opposition party	Thai opposition	2
SPE1-4	to boycott general election	election boycott	2
EQUI-5	continues	continues	1
EQUI-5	power crisis	blackout	1
EQUI-5	Jagan Reddy	Jagan	1
EQUI-5	in Seemandhra	in Seemandhra	2
EQUI-5	to hospital	in hospital	2
EQUI-5	as Maracana re-opens	as Maracana re-opens	3
REL-3	tied	held	1
EQUI-5	Brazil	Brazil	1
EQUI-5	2-2	2-2	1
EQUI-5	by England	by England	2
SIMI-3	warns against	weighs into	2
SPE1-4	bitter immigration debate	immigration debate	2
EQUI-5	George W. Bush	George W Bush	3
EQUI-5	ill	fall sick	1
EQUI-5	Hundreds	Hundreds	1
SPE1-3	of Bangladesh clothes factory workers	in Bangladesh factory	3
EQUI-5	conducts	launches	1
EQUI-5	on Syria	against Syria	2
SPE2-4	airstrike	new airstrike	1
EQUI-5	Israel	Israel	1
EQUI-5	after China earthquake	in China quake	3
SIMI-3	Around 100 dead or injured	Hundreds dead or injured	4
EQUI-5	Killed	killed	1
EQUI-5	2 French Journalists	Two French journalists	3
EQUI-5	in Mali	in Mali	2
SPE1-4	in collapsed Japan tunnel	from Japan tunnel	3
EQUI-5	ablaze	left burning	1
EQUI-5	Vehicles	Vehicles	1
EQUI-5	attack	attack	1
SPE2-3	north Mali city	Malian troops in Gao	3
EQUI-5	Islamists	Islamists	1
EQUI-5	approves	reached	1
EQUI-5	fiscal cliff deal	Deal on `` fiscal cliff ''	3
EQUI-5	China stocks	China stocks	2
EQUI-5	higher	higher	1
EQUI-5	close	close	1
EQUI-5	Dolce and Gabbana	Dolce and Gabbana	3
SPE2-4	of tax evasion	in Italian Tax Case	3
SIMI-4	convicted	Fined	1
REL-3	on Syrian chemical arms	over Syria chemical claims	4
SPE1-3	UK alert	West	1
EQUI-5	believed killed	dies	1
EQUI-5	in plane crash	in plane crash	3
EQUI-5	Mexican singer Jenni Rivera	Jenni Rivera Mexican music star	4
EQUI-5	climbs	rises	1
SIMI-4	to 15	to 11	2
EQUI-5	in Indonesia boat sinking	in Indonesia boat capsize	4
EQUI-5	Death toll	Death toll	2
EQUI-5	leads	leads	1
EQUI-5	in Iran presidential vote preliminary results	in initial Iran count	4
EQUI-5	Rouhani	Rouhani	1
SIMI-4	increases security	bracing	1
EQUI-5	Egypt	Egypt	1
SPE1-4	before pro-Morsi protests	for massive protests	3
EQUI-5	hits	climbs	1
EQUI-5	death toll	death toll	2
SIMI-2	362	to 580	1
EQUI-5	Bangladesh building collapse	Bangladesh building-collapse	2
EQUI-5	in Nevada middle school shooting	Nevada in middle school shooting	5
EQUI-5	2 injured	2 hurt	2
EQUI-5	2 dead	2 dead	2
EQUI-5	mixed sex schools ban	in mixed-sex school ` ban '	4
EQUI-5	Hamas	Hamas	1
EQUI-5	gives	gives	1
EQUI-5	Russia	Russia	1
EQUI-5	initial OK	initial approval	2
SPE1-4	to American adoption ban	to adoption ban	3
EQUI-5	Among 7 Dead	among 7 dead	3
EQUI-5	Gunman	Gunman	1
EQUI-5	After Florida Apartment Shooting	after Fla. apartment shootout	4
SPE1-4	New information	after they received information	2
SPE1-4	Murder claim over Diana 's death	Diana and Fayed death info	5
EQUI-5	to the police	by police	2
EQUI-5	of Princess Diana and Dodi Fayed	of Princess Diana and Dodi Al Fayed	6
EQUI-5	the deaths	The deaths	2
EQUI-5	tough stand	tough stance	2
EQUI-5	pledges	promises	1
EQUI-5	Narendra Modi	India 's Modi	2
EQUI-5	against Pakistan	against Pakistan	2
EQUI-5	gays	on gays	1
EQUI-5	on admitting	on lifting ban	2
EQUI-5	delay	delays	1
SIMI-4	decision	vote	1
EQUI-5	Boy Scouts	Boy Scouts	2
SIMI-2	0.26 pc	1.53 %	2
EQUI-5	Tokyo stocks	Tokyo stocks	2
EQUI-5	close down	close down	2
EQUI-5	USA	U.S.	1
EQUI-5	expels	expels	1
EQUI-5	Venezuela diplomats	Venezuelan diplomats	2
EQUI-5	growth likely to slow	of slower growth	3
EQUI-5	reports	reports	1
EQUI-5	Ryanair	Ryanair	1
EQUI-5	warns	warns	1
SPE2-3	record profits	13 % rise	2
EQUI-5	this year	this year	2
SPE2-4	Opposition leaders	Cambodia opposition leaders	2
EQUI-5	Commonwealth summit	Commonwealth summit	2
REL-1	Indian media	Indian PM	2
SPE1-4	gay marriage bill	gay marriage	2
EQUI-5	backs	backs	1
REL-1	Yvette Cooper	White House	2
SIMI-2	100 killed	9 Dead	2
EQUI-5	in new Darfur tribal clashes	in New Darfur Tribal Clash	5
SPE1-4	after deadly Bangladesh building collapse	as Bangladesh building toll	4
SIMI-3	8	Four	1
EQUI-5	arrested	arrested	1
REL-2	Afghans	Afghan District Governor	1
EQUI-5	Taliban	To Taliban	1
EQUI-5	divided	divided	1
SPE1-4	Taliban attacks	Series of attacks	2
EQUI-5	in Afghanistan	in Afghanistan	2
EQUI-5	kill	kill	1
SIMI-3	17 civilians	10 police	2
SPE1-4	Texas residents	Residents	1
SPE1-4	after deadly blast	to Texas blast site	3
REL-3	for president	After Presidential Runoff	2
SIMI-3	to vote	Votes	1
EQUI-5	Mali	Mali	1
SIMI-3	overthrown	stepping down	1
EQUI-5	Central African Republic president	Central African Republic President	4
SPE2-3	North Korean nuclear test	North Korea controversial third nuclear test	4
EQUI-5	in Russian coal mine blast	in Russia coal mine blast	5
SIMI-2	trapped	killed	1
SIMI-3	18	Ten	1
EQUI-5	U.S. Northeast	US Northeast	2
SIMI-4	Blizzard hammers	Blizzard wallops	2
SIMI-2	New Zealand	Iran	1
SIMI-3	6.9 magnitude earthquake	5.6 magnitude earthquake	3
EQUI-5	hits	shakes	1
EQUI-5	Daily Press Briefing	Daily Press Briefing	3
SIMI-2	South Sudan	Syria	1
SIMI-2	French parliament	Russian parliament	2
EQUI-5	in prison	in prison	2
SIMI-1	Manning	Ariel Castro	1
SIMI-1	to 35 years	to 1,000 years	3
EQUI-5	sentenced	sentenced	1
OPPO-4	lower	higher	1
EQUI-5	close	close	1
EQUI-5	China stocks	China stocks	2
SIMI-3	on Friday	on Wednesday	2
EQUI-5	in Texas fertilizer plant blast	of Texas fertiliser plant blast	5
EQUI-5	chemical weapons	chemical weapons	2
EQUI-5	the U.S.	US	1
EQUI-5	Syria	Syria	1
EQUI-5	plan	plans	1
SPE2-3	polymer notes	polymer Naira notes	2
SIMI-2	reiterates	announces	1
SIMI-2	to phase out	to change	2
SPE1-4	India gang-rape victim	Indian rape victim	3
SPE1-3	Yacimovich	Israel	1
SPE2-4	Palestinian prisoners	104 Palestinian prisoners	2
SIMI-4	to approve	agrees	1
EQUI-5	release	to free	1
SIMI-4	Israeli envoys	Israeli envoy	2
SPE1-4	over settlement plans	over settlements	2
EQUI-5	summoned	summons	1
SPE2-2	in State of the Union	's State of the Union speech	5
EQUI-5	Obama	in Obama	1
EQUI-5	convicted	get jail time	1
SIMI-4	Five	3	1
EQUI-5	in Kosovo organ trafficking case	Kosovo in organ trafficking case	5
SPE2-3	Wave of bombings	Car bombs	2
EQUI-5	kills	kill	1
SIMI-2	15	49	1
EQUI-5	in Iraq	in Iraq	2
EQUI-5	kill	kill	1
SPE2-2	nine people	6 soldiers	2
EQUI-5	in northwest Pakistan	in northwest Pakistan	3
EQUI-5	Gunmen	Militants	1
SPE1-4	after deadly Bangladesh building collapse	after Bangladesh building collapse	4
EQUI-5	Snowden	Snowden	1
REL-2	against protesters	about protests	2
SIMI-3	8	14	1
SPE1-4	2 car bombs	Car bombing	2
OPPO-4	in southern Iraq	in northern Iraq	3
EQUI-5	kill	kills	1
EQUI-5	Pictures of the day	Pictures of the day	4
SIMI-2	7 August 2013	11 April 2013	3
OPPO-4	vanishes	returned	1
EQUI-5	from National Zoo	to National Zoo	3
EQUI-5	Red panda	Missing red panda	2
SIMI-3	6.3-magnitude earthquake	7.7-magnitude earthquake	2
EQUI-5	hits	hits	1
SIMI-2	Taiwan	SW Pakistan	1
SIMI-4	Heats Up	soar	1
SPE1-2	Google and IBM Post Strong Earnings	on strong earnings	3
REL-3	Tech Sector	Google shares	2
EQUI-5	's presidential candidates	as presidential candidate	3
SIMI-2	in Damascus	in Iraqi capital	2
EQUI-5	Car bombing	Car bombings	2
SPE2-2	53	13 civilians	1
EQUI-5	kills	kill	1
SIMI-2	Syria	Iraq	1
SIMI-3	Turkish PM	Turkish police	2
SIMI-4	protests	at protesters	1
EQUI-5	in Istanbul	in Istanbul	2
EQUI-5	of San Fermin bull-running festival	San Fermin bull-running festival	4
EQUI-5	Start	starts	1
SIMI-3	Former LAPD officer	Former CIA officer	3
REL-2	Pakistan court	Pakistan-UN report	2
EQUI-5	50th anniversary	On 50th anniversary	2
SPE2-3	remembered	its first memorial	1
EQUI-5	of JFK 's death	of JFK death	3
SPE2-4	Palestinian prisoners	of 26 Palestinian prisoners	2
SIMI-4	frees	approves release	1
SIMI-3	Israel	Gov ' t committee	1
REL-3	with Mandela family	to Mandela	2
EQUI-5	meets	meets	1
EQUI-5	Obama	Obama	1
EQUI-5	in 3 cities	in three cities	3
EQUI-5	state	state	1
EQUI-5	Egypt 's leader	Egypt president	2
EQUI-5	of emergency	of emergency	2
EQUI-5	imposes	declares	1
EQUI-5	receives	Receives	1
EQUI-5	EU	EU	1
SPE2-4	Nobel Peace Prize	2012 Nobel Peace Prize	3
EQUI-5	to Death	to Death	2
REL-3	for War Crimes	by War Crimes Tribunal	3
EQUI-5	Sentenced	Sentenced	1
EQUI-5	no casualties	None Hurt	2
SPE1-4	in Libya 's Benghazi	in Benghazi	2
EQUI-5	Car bomb	Car Bomb	2
EQUI-5	at Swedish consulate	Swedish Consulate	2
SIMI-3	will yield	Spur	1
EQUI-5	Iran nuclear talks	Iran Nuclear Talks	3
REL-2	roadmap	High Hopes	1
SPE2-4	hopes	High Hopes	1
EQUI-5	third nuclear test	Third Nuclear Test	3
SIMI-3	conducts	Confirms	1
EQUI-5	North Korea	North Korea	2
EQUI-5	Hits	hits	1
EQUI-5	in 2012	in 2012	2
EQUI-5	Record $ 38 bn	record US$ 38b	3
EQUI-5	Macau Gambling Revenue	Macau gambling revenue	3
SPE1-3	NM County	Some county officials	2
SIMI-4	Prepares	pave the way	1
SPE1-3	for Same-Sex Marriages Hearing	for same-sex marriage	3
EQUI-5	2020 Olympic Games	2020 Olympics	2
EQUI-5	Tokyo	Tokyo	1
EQUI-5	to host	to host	2
SPE2-4	Indian police	Mumbai police	2
SIMI-3	round up	arrest	1
SPE1-4	all five suspects	fifth suspect	2
EQUI-5	in Mumbai rape case	in gang-rape case	3
EQUI-5	Syria	about Syria	1
EQUI-5	on chemical weapons	's chemical weapons	3
SPE2-3	US	U.S. concerns	1
OPPO-4	strengthens	weakens	1
SIMI-4	to 6.2689	to 6.2816	2
EQUI-5	against USD	against USD	2
EQUI-5	China yuan	Chinese yuan	2
EQUI-5	Egypt	Egyptians	1
EQUI-5	votes	Vote	1
EQUI-5	in new constitution	On New Constitution	3
EQUI-5	in Benghazi	in Benghazi	2
SPE2-2	kills wounds	hits	1
EQUI-5	Car bomb	Car bomb	2
EQUI-5	on Timbuktu	to Timbuktu	2
EQUI-5	French-led troops	French-led troops	2
SPE1-3	work	access	1
EQUI-5	at joint industrial zone	to joint industrial zone	4
SIMI-3	to halt	blocks	1
EQUI-5	N Korea	North Korea	2
EQUI-5	vote	vote	1
SIMI-3	on divisive constitution	on constitution change	3
EQUI-5	Egyptians	Egyptians	1
SPE2-3	final big immigration decisions	final big decisions in shaping immigration bill	4
EQUI-5	nears	nearing	1
SPE2-3	Committee	Senate Judiciary Committee	1
SPE1-4	for Boston bomb victims	for Boston victims	3
EQUI-5	observes	observes	1
EQUI-5	London Marathon	London Marathon	2
EQUI-5	silence	silence	1
EQUI-5	40	40	1
EQUI-5	in Canada train disaster	in Canadian train wreck	4
EQUI-5	missing	missing	1
EQUI-5	for major boost	for major boost	3
EQUI-5	in Syrian aid	in Syrian aid	3
SPE2-4	UN presses	UN chief presses	2
EQUI-5	may delay	to delay	2
EQUI-5	controversial rocket launch	controversial rocket launch	3
EQUI-5	N Korea	N. Korea	2
EQUI-5	Obama administration	Obama administration	2
EQUI-5	rocks	rocks	1
SIMI-3	Critical Gates memoir	Gates blast	2
SPE2-4	to hacking charges	at phone hacking hearing	3
EQUI-5	not guilty	not guilty	2
EQUI-5	pleads	pleads	1
EQUI-5	Brooks	Brooks	1
EQUI-5	is working	work	1
REL-2	declares	pledges	1
EQUI-5	Obama	Obama	1
SPE2-4	health care law	new health care law	3
EQUI-5	Thousands	Thousands	1
EQUI-5	protest	protest	1
EQUI-5	gay marriage	gay marriage	2
EQUI-5	more ministries	more ministries	2
SPE1-4	Thai political protests	Thai protesters	2
SIMI-4	paralyse	besiege	1
EQUI-5	in talks	in talks	2
EQUI-5	Exclusive-UPDATE	EXCLUSIVE-UPDATE	1
EQUI-5	2-Egypt pro-Mursi alliance signals flexibility	1-Egypt pro-Mursi alliance signals flexibility	5
SPE2-4	Deaths	at least one dead	1
EQUI-5	into Scottish pub	into pub	2
EQUI-5	after helicopter	after helicopter	2
SIMI-4	confirmed	say	1
EQUI-5	crashes	crashes	1
SIMI-3	stage	escape	1
EQUI-5	Pakistan jailbreak	Taliban prison break	2
SPE2-4	Militants	250 militants	1
SIMI-3	brings to a halt	wallops	1
EQUI-5	US northeast	US Northeast	2
EQUI-5	Blizzard	Blizzard	1
EQUI-5	survives	survives	1
EQUI-5	bomb	bomb attack	1
EQUI-5	Egypt interior minister	Egypt 's interior minister	3
EQUI-5	's security restrictions	's security decree	3
EQUI-5	Putin	Putin	1
EQUI-5	Critics	of critics	1
EQUI-5	Egypt army	Egypt 's military	2
SPE2-4	on Brotherhood	on Muslim Brotherhood	2
EQUI-5	cracks down	cracks down	2
EQUI-5	braces	braces	1
EQUI-5	Egypt	Egypt	1
EQUI-5	for more protests	for more protests	3
EQUI-5	prays	prays	1
EQUI-5	for calm	for calm	2
EQUI-5	disrupts	disrupted	1
EQUI-5	between Raffles Place , Marina Bay	between Raffles Place and Marina Bay	6
EQUI-5	train service	Train service	2
EQUI-5	sworn in	sworn in	2
SPE1-4	Defiant Mugabe	Mugabe	1
SPE1-4	for seventh term	for another term	3
EQUI-5	to Oprah	in Oprah interview	2
EQUI-5	confesses	confesses	1
EQUI-5	Lance Armstrong	Lance Armstrong	2
SIMI-4	all	to doping	1
SPE2-4	after wild party	after alleged embassy orgy	3
EQUI-5	Honduran ambassador	Honduras ambassador	2
SIMI-2	sacked	resigns	1
SPE2-3	on upbeat US economic data	by positive US , China data	5
SIMI-4	gain	lifted	1
EQUI-5	Asian markets	Asian markets	2
SPE1-4	landmark nuclear deal	nuclear deal	2
EQUI-5	Iran	Iran	1
SPE1-4	sign	agree	1
SPE1-4	six global powers	world powers	2
SPE1-4	in air strike in central Syria	in Syrian air strike	4
EQUI-5	killed	killed	1
EQUI-5	Dozens	Dozens	1
EQUI-5	on bakery	on bakery	2
EQUI-5	Mandela ` Inspiration '	Mandela 's inspiration effect	4
EQUI-5	Obama	Obama	1
EQUI-5	Praises	hails	1
EQUI-5	of US debt deal	of U.S. debt deal	4
EQUI-5	on hopes	on hopes	2
EQUI-5	Asian markets	Asian stocks	2
EQUI-5	hit	hit	1
EQUI-5	3-wk high	three-week highs	2
SPE1-4	on Syrian border	near Syrian border	3
EQUI-5	Patriot missile battery	Patriot missile batteries	3
REL-2	NATO	Obama	1
SIMI-2	Guinea	Equatoguineans	1
EQUI-5	votes	vote	1
SPE1-4	in long-delayed legislative poll	in legislative polls	3
EQUI-5	Egypt Army	Egypt	1
EQUI-5	on Sinai Militants	against Sinai militants	3
SPE1-4	New Air Raids	new assault	2
EQUI-5	Launches	launches	1
SIMI-4	killed	die	1
EQUI-5	Thai protesters	Thai protesters	2
REL-4	vote	polling stations	1
EQUI-5	obstruct	block	1
SPE1-4	North Korea 's third test	North Korea nuclear test	4
REL-3	Nelson Mandela memorial service	Nelson Mandela dies	3
EQUI-5	killed	killed	1
SIMI-2	37	12	1
SPE1-4	in bus crash	in bus accident	3
SIMI-2	in Italy	in Pakistan	2
EQUI-5	Syrian opposition	Syrian opposition	2
REL-4	Delhi Gang Rape Suspect	Delhi gang-rape verdict	3
SIMI-3	Most powerful typhoon	Typhoon Utor	2
EQUI-5	the Philippines	Philippines	1
EQUI-5	hits	Hits	1
SIMI-3	for more Egypt protests	from Egypt protests	3
SIMI-2	One dead	6 dead	2
SIMI-2	11 hurt	33 hurt	2
EQUI-5	Suicide Bomber	Suicide Bomber	2
SIMI-4	14	11	1
SPE1-4	at Afghan Province Council	in Afghanistan	2
EQUI-5	Kills	Kills	1
EQUI-5	of manslaughter	of murder	2
EQUI-5	on suspicion	on suspicion	2
EQUI-5	arrested	arrested	1
OPPO-4	soar	slump	1
EQUI-5	Stocks	Stocks	1
SPE1-3	on Wall St lead	on Wall Street	3
EQUI-5	killed	killed	1
SIMI-2	17	2	1
SIMI-2	in northern Iraq	in northern Lebanon	3
EQUI-5	wounded	wounded	1
SPE1-3	in bomb attacks	in clashes	2
SIMI-1	133	6	1
EQUI-5	's death	's death	2
EQUI-5	over nurse	over nurse	2
SIMI-4	South Africans	South Africa	2
EQUI-5	ailing Mandela	's former PM Nelson Mandela	2
EQUI-5	The Note	The Note	2
EQUI-5	's Must-Reads	's Must-Reads	2
EQUI-5	for Friday	for Friday	2
SIMI-2	December 6 , 2013	July 12 , 2013	4
REL-3	to Central African Republic	in Central African capital	4
SIMI-2	Greece	Japan	1
SIMI-3	6.0-magnitude quake	5.0-magnitude quake	2
EQUI-5	hits	jolts	1
EQUI-5	North Korea Nuclear Test	North Korea nuclear test	4
SPE2-3	Credibility	world credibility	1
SIMI-3	on the line	on line	2
EQUI-5	weakens	weakens	1
SIMI-3	against USD Thursday	against USD Tuesday	3
EQUI-5	China 's yuan	China yuan	2
SIMI-4	to 6.2767	to 6.1818	2
EQUI-5	kills	Kill	1
SIMI-2	policeman	3 Soldiers	1
EQUI-5	in Pakistan	in Pakistan	2
SIMI-4	Suicide bomber	Suicide Bombers	2
EQUI-5	to be sentenced	Sentenced	1
SIMI-3	for terror convictions	for Corruption	2
SIMI-3	in early trading	in choppy trading	3
SIMI-2	rise	ease	1
SPE2-4	Stocks	US stocks	1
SIMI-2	UK police	China police	2
SPE1-3	to helicopter crash	over crash	2
EQUI-5	killed	killed	1
SIMI-2	41	15	1
EQUI-5	wounded	wounded	1
EQUI-5	in Iraq	in Iraq	2
SIMI-2	22	90	1
SIMI-4	in violent attacks	in fresh attacks	3
EQUI-5	Kerry	Kerry	1
SIMI-3	Jordan	to Israel	1
REL-2	on agenda	postpones	1
EQUI-5	to visit	visit	1
EQUI-5	for Obamacare	for Obamacare	2
EQUI-5	signs up	to sign up	2
EQUI-5	over Benghazi	after Benghazi	2
REL-2	faulted	resigns	1
SPE1-3	US State Department	State Dept security chief	3
SIMI-2	Syria	Libya	1
EQUI-5	in Sinai	in Sinai	2
EQUI-5	Egypt Military	Egypt military	2
EQUI-5	Kill	kill	1
EQUI-5	Hit	hit	1
EQUI-5	Suicide Bombs	Suicide bombs	2
SIMI-4	6	4	1
SIMI-3	killed	injured	1
SPE1-4	Four Morsi supporters	as Morsi supporters	3
SPE1-4	in Egypt clashes	clash	1
SPE2-3	from case	on attempted murder charges	2
EQUI-5	Pistorius officer	Pistorius officer	2
SIMI-3	in drone strike	in bloodshed	2
EQUI-5	killed	's killing	1
